variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc,EJ_drift_rel,source_id
static_halo_0p85,0.0117942613874409,4.402760982513428,2.051377534866333,0.4341358840465545,0.9946566479584844,,6871743267517995008
static_halo_0p85,0.1163238574612287,8.298429489135742,4.526046276092529,0.1174599677324295,0.9723524023414728,,1528927066531942656
static_halo_0p85,0.0729044179823468,3.6744813919067374,1.837915062904358,0.1531872749328613,0.9610905192681484,,6029905492639226368
static_halo_0p85,0.0094884936932608,4.108125686645508,1.733564019203186,0.5567134022712708,0.995391266263572,,4334183512807254144
static_halo_0p85,0.0497893230918347,3.1700942516326904,1.51051127910614,0.1776786148548126,0.9690738364065884,,6735789552409183104
static_halo_0p85,0.0037007910318104,3.877752780914306,1.7645097970962524,0.4066813588142395,0.998093090146146,,6773155767872820352
static_halo_0p85,0.0548428272855263,8.237984657287598,4.396967887878418,0.0556405000388622,0.9867734310432604,,2145508517097287936
static_halo_0p85,0.0687285734568819,3.772319793701172,1.691278338432312,0.4149275720119476,0.9642136381074872,,4171591164967909120
static_halo_0p85,0.0074144461943148,2.493273973464966,0.9121760129928588,0.2822402119636535,0.9940700759550644,,4035695891465993472
static_halo_0p85,0.0251638033622717,4.179514408111572,2.15778923034668,0.156045988202095,0.988030568763334,,6235865117312439808
static_halo_0p85,0.0161010105046274,2.608261108398437,1.6784428358078003,0.0175542868673801,0.9877295816848956,,4072331760661612928
static_halo_0p85,0.1435337597085111,8.172280311584473,4.432466506958008,0.149122729897499,0.9654793244586832,,1444930322403826304
static_halo_0p85,0.0177937822862424,11.29686164855957,5.8556647300720215,0.0286179818212986,0.9968547372220044,,2078943464685299840
static_halo_0p85,0.1829057793260006,7.133382797241211,3.533421039581299,0.4851150214672088,0.9500003922995012,,1762596205380921856
static_halo_0p85,0.0546403495129304,9.444467544555664,4.547409057617188,0.5106236934661865,0.988495688200984,,643909953807675008
static_halo_0p85,0.0542151046199441,3.664658069610596,1.811457872390747,0.2054038941860199,0.9708432624185086,,4105141148953899392
static_halo_0p85,0.0506488105052055,10.440101623535156,4.642794609069824,0.6462743878364563,0.9903441015352228,,5210751080531157888
static_halo_0p85,0.1043229871974664,8.224226951599121,4.433658123016357,0.1072628796100616,0.9749481030997958,,1958311371069950080
